Lat;Long;Name;Locality;Road;Operator;OpID;Email;Price1;Price2;Price3;Price4
39.52040;21.83212;Σταθμός Διοδίων Τρικάλων Μετωπικά (Προς Λαμία);Τρικάλων-Λόγγος;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;2.05;2.95;7.45;10.45
39.52022;21.83249;Σταθμός Διοδίων Τρικάλων Μετωπικά (Προς Τρίκαλα);Τρικάλων-Λόγγος;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;2.05;2.95;7.45;10.45
39.78944;21.26681;Σταθμός Διοδίων Μαλακασίου Μετωπικά (Προς Αλεξ/πολη);Τρικάλων-Μαλακάσι;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
39.78979;21.26626;Σταθμός Διοδίων Μαλακασίου Μετωπικά (Προς Ηγουμενίτσα);Τρικάλων-Μαλακάσι;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
39.78578;21.29482;Σταθμός Διοδίων Παναγιάς Πλευρικά;Τρικάλων-Μαλακάσι;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.70;1.00;2.50;3.50
39.56901;21.81829;Σταθμός Διοδίων Τρικάλων Πλευρικά (Από Τρίκαλα);Τρικάλων-Τρίκαλα;Κεντρική Οδός;kentrikiodos;KO;customercare@kentrikiodos.gr;0.55;0.80;2.05;2.90
39.56879;21.81811;Σταθμός Διοδίων Τρικάλων Πλευρικά (Προς Τρίκαλα);Τρικάλων-Τρίκαλα;Κεντρική Οδός;kentrikiodos;KO;customercare@kentrikiodos.gr;0.55;0.80;2.05;2.90
38.90377;22.57063;Σταθμός Διοδίων Αγίας Μαρίνας Πλευρικά (Από Θεσ/νίκη);Φθιώτιδος-Αγία Μαρίνα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.90;1.30;3.30;4.60
38.90305;22.56907;Σταθμός Διοδίων Αγίας Μαρίνας Πλευρικά (Προς Θεσ/νίκη);Φθιώτιδος-Αγία Μαρίνα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.90;1.30;3.30;4.60
38.80835;22.60256;Σταθμός Διοδίων Αγίας Τριάδας Μετωπικά (Προς Αθήνα);Φθιώτιδος-Αγία Τριάδα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;1.35;1.90;4.80;6.75
38.80869;22.60270;Σταθμός Διοδίων Αγίας Τριάδας Μετωπικά (Προς Θεσσαλονίκη);Φθιώτιδος-Αγία Τριάδα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;1.35;1.90;4.80;6.75
38.94941;22.87566;Σταθμός Διοδίων Γλύφας Πλευρικά (Από Θεσσαλονίκη);Φθιώτιδος-Γλύφα;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.60;2.30;6.90;9.60
38.94799;22.87658;Σταθμός Διοδίων Γλύφας Πλευρικά (Προς Θεσσαλονίκη);Φθιώτιδος-Γλύφα;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.60;2.30;6.90;9.60
38.79929;22.50926;Σταθμός Διοδίων Θερμοπυλών Πλευρικά (Από Θεσσαλονίκη);Φθιώτιδος-Θερμοπύλες;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.45;0.65;1.65;2.35
38.79959;22.51118;Σταθμός Διοδίων Θερμοπυλών Πλευρικά (Προς Θεσσαλονίκη);Φθιώτιδος-Θερμοπύλες;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.45;0.65;1.65;2.35
38.80267;22.64938;Σταθμός Διοδίων Μώλου Πλευρικά (Από Αθήνα);Φθιώτιδος-Μώλος;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.25;0.35;0.90;1.30
38.80290;22.64952;Σταθμός Διοδίων Μώλου Πλευρικά (Προς Αθήνα);Φθιώτιδος-Μώλος;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.25;0.35;0.90;1.30
38.92051;22.84637;Σταθμός Διοδίων Πελασγίας Μετωπικά (Προς Αθήνα);Φθιώτιδος-Πελασγία;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;2.20;3.10;9.40;13.10
38.92015;22.84633;Σταθμός Διοδίων Πελασγίας Μετωπικά (Προς Θεσσαλονίκη);Φθιώτιδος-Πελασγία;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;2.20;3.10;9.40;13.10
38.91517;22.34873;Σταθμός Διοδίων Λειανοκλαδίου Μετωπικά (Προς Λαμία);Φθιώτιδος-Σταυρός;Κεντρική Οδός;kentrikiodos;KO;customercare@kentrikiodos.gr;1.30;1.85;4.70;6.60
38.91495;22.34906;Σταθμός Διοδίων Λειανοκλαδίου Μετωπικά (Προς Τρίκαλα);Φθιώτιδος-Σταυρός;Κεντρική Οδός;kentrikiodos;KO;customercare@kentrikiodos.gr;1.30;1.85;4.70;6.60
38.90419;22.52794;Σταθμός Διοδίων Μαυρομαντήλας Μετωπικά (Προς Αθήνα);Φθιώτιδος-Στυλίδα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;1.45;2.05;5.15;7.25
38.90403;22.52754;Σταθμός Διοδίων Μαυρομαντήλας Μετωπικά (Προς Θεσσαλονίκη);Φθιώτιδος-Στυλίδα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;1.45;2.05;5.15;7.25
38.91363;22.65900;Σταθμός Διοδίων Στυλίδας Πλευρικά (Από Θεσσαλονίκη);Φθιώτιδος-Στυλίδα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.50;0.70;1.75;2.50
38.91357;22.65774;Σταθμός Διοδίων Στυλίδας Πλευρικά (Προς Θεσσαλονίκη);Φθιώτιδος-Στυλίδα;Α/Δ Αθηνών-Θεσσαλονίκης;kentrikiodos;KO;customercare@kentrikiodos.gr;0.50;0.70;1.75;2.50
38.61750;23.14335;Σταθμός Διοδίων Τραγάνας Μετωπικά (Προς Αθήνα);Φθιώτιδος-Τραγάνα;Α/Δ Αθηνών-Θεσσαλονίκης;neaodos;NO;info@neaodos.gr;2.90;4.15;10.45;14.60
38.61772;23.14384;Σταθμός Διοδίων Τραγάνας Μετωπικά (Προς Θεσσαλονίκη);Φθιώτιδος-Τραγάνα;Α/Δ Αθηνών-Θεσσαλονίκης;neaodos;NO;info@neaodos.gr;2.90;4.15;10.45;14.60
38.62199;23.12357;Σταθμός Διοδίων Τραγάνας Πλευρικά (Από Θεσσαλονίκη);Φθιώτιδος-Τραγάνα;Α/Δ Αθηνών-Θεσσαλονίκης;neaodos;NO;info@neaodos.gr;2.35;3.35;8.35;11.75
38.62253;23.12381;Σταθμός Διοδίων Τραγάνας Πλευρικά (Προς Θεσσαλονίκη);Φθιώτιδος-Τραγάνα;Α/Δ Αθηνών-Θεσσαλονίκης;neaodos;NO;info@neaodos.gr;2.35;3.35;8.35;11.75
